app_title~ listing_id~ url~ price~ number_of_reviews~ review_stars~ listed_on~ latest_release~ categories~ description~ detailed_description~ highlights~ custom_tabs~ custom_objects~ custom_applications~ lightning_components_global~  lightning_components_community_builder~ lightning_components_app_builder~ salesforce_edition~ other_system_requirements~ version~ first_release~ languages~ developer_founded~ developer_website~ developer_email~ developer_phone~ developer_name~ developer_location~ developer_detail
Field Audit Trail Cockpit *Basic* (the UI for History Retention) by RevCult - RevCult - AppExchange~a0N3A00000EJfatUAD~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJfatUAD~NA~0~None~1/17/2018~~Finance~ Does your Salesforce Org comply with your company's Data Retention Policies?##This app provides the necessary user interface to use clicks, not code to configure Shield Field Audit Trail and Field History Tracking in one central location.~Know your History Retention Policy configuration.Reduce time/cost to implement your company's specific History Retention Policy needs.Provide evidence to auditors that your org configuration aligns to your Security Posture.                Until now, seeing your History Retention Policy configuration has been an API-only feature.####Easily review the current status of your configurations, make updates and apply them to your metadata in this central location.####Field Audit Trail Cockpit reduces the time to implement your Data Retention Policies and removes the necessity for a developer to implement your policies.####This app provides the necessary user interface to use clicks, not code for managing History Retention Policies.            ~['                                    Salesforce Shield']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~RevCult~NA~Salesforce Security &amp; Governance - Elegantly Simple Solutions####The evolution of Salesforce as a Customer 360 platform introduces even more sensitive customer data and continually raises new concerns around security, privacy, and risk. This is the key constraint we help customers address today.####We’re proud to now offer 5-Star AppExchange security and privacy products and services that allow clients to continue to grow on the Salesforce platform with confidence their data is protected.####Security &amp; Privacy Products - ####• Shield Security Cockpit: Analyzer for Salesforce Shield Platform Encryption ##• Field Audit Trail Cockpit: UI for Shield Field Audit Trail ##• Privacy Management Cockpit: Discover &amp; Manage Personal Data in Salesforce####Security &amp; Privacy Services - ####• Shield Consulting &amp; 1 Day Implementation Workshops (Platform Encryption, Field Audit Trail, Event Monitoring)##• Security Risk Assessments                
Asperato. Payments solved. - Asperato - AppExchange~a0N3A00000EcrOnUAJ~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcrOnUAJ~Starting at £380 GBP per company per month~0~None~12/7/2018~~[]~ ∞##We keep it simple. ####Putting Salesforce in charge of your payment collection will streamline your business. This means goodbye to duplication, manual data inputs and messy payment integrations, and hello to faster payment receipts.~∞##270+ businesses created better experiences for their customers, finance and Salesforce users through automated purchasing journey with Asperato. Collect payments globally. Global Direct Debit schemes inc. Autogiro - PaymentNZ - SEPA, Card and ACH.∞##Increase cashflow, improve efficiency and reduce payment errors by controlling your buying journey from Salesforce with one trusted solution.####∞##Request, automate and track payments from any force.com billing solution.∞##Understand why it’s not enough to rely on the Salesforce platform being PCI DSS compliant. Your organisations payment processes and all 3rd party integrations need to be compliant and auditable as well. They are with Asperato on your side.                ∞##Let your customers pay in a way that works for them - over the web or by phone, invoice, chat or email. You'll get paid quicker it’s as simple as that. ####∞##Asperato saves you the chore of having to log into multiple systems, anchoring all of your integrations and payment channels in one place, giving you a single view of everything. A simple approach that means you’re free to drive payment collections, rather than being caught up with admin and data.####∞##Save your customers payment methods, auto collect invoices, offer flexible payment terms, predict and auto handle errors. Use Lightning Flow - it's amazing.####∞##SF Admins can customise Asperato with confidence, no API's, no code and Powered by Lightning. Try it today.####∞##Benefit from all that Salesforce gives you: Salesforce Sites, Communities, Sales Cloud, CPQ, Billing and more, plus integrations such as Docusign, FinancialForce, Conga, GSuite and more.####∞##Connect your payment processor instantly.##Braintree, GoCardless, Stripe, Worldpay, Sage, Vanco, Moneris, Paypal, Cybersource and more.####∞##When things change or become more complex, we’re ready when you are.            ~['Lightning Ready', 'Enterprise &amp; Up', 'No Limits', 'Person Accounts', 'Multi-Currency']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~Asperato~NA~Asperato is now a Payonomy Group company.####Both Payonomy and Asperato have been providing Direct Debit, Bank Validation and Card Payment Applications to Salesforce CRM users for the past 9 and 8 years respectively. That makes us the most experienced ISV partner in this space. We are an externally audited PCI-DSS level one compliant solution.####With over 250+ connected businesses, Asperato Payment Systems is a dedicated Salesforce ISV partner with over 8 years experience in helping Salesforce customers gain a competitive advantage by integrating their chosen payment processor with Salesforce.####Asperato's solutions enable a better experience for customers, finance teams and Salesforce users through seamless and automated purchasing journeys.####Asperato's solutions have global coverage with secure, compliant support for multi-currencies and many major processors and platforms including: Credit Card, Debit Card, ACH, eCheck and UK Direct Debit, SEPA Direct Debit and more.                
CRABB - Balance - AppExchange~a0N3A00000DvNtdUAF~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000DvNtdUAF~Starting at €50 EUR per user per month~0~None~7/4/2017~~[]~ Streamline credit collection, meet every credit management requirement for any business. All in Salesforce.##Real time credit analysis, workflow automation, generate and send dunning letters.##Give sales team visibility needed to help collections.~Credit Collection Strategy Management:##- Flexible configuration of collection strategies ##- User profiles ##- Engagement of external legal and outsourcersCredit Management Operations:##- Generation of dunning letters, email, sms, Registered Mail, Recovery Plan##- Workflow management, notifications and approvals##- Management of credit lines ##- Logging of activities, phone calls and documentsReporting:##- Detailed Collection performance analysis##- Cost control and forecast##- ROI calculation                Measurable benefits are:##- Optimize tradeoff between revenues and credit / fraud risks prevention;##- Reduce loss in the revenue generation chain;##- Maximize effectiveness of collection activities;##- Minimize operating costs related to credit management;##- Credit Recovery fully integrated with your Salesforce CRM            ~['Enterprise &amp; Up', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English', 'Italian']~NA~NA~NA~NA~Balance~NA~Balance is a consultancy boutique specialised in the integration of management consulting and technological services                
FiniBooks - Finilite Technologies - AppExchange~a0N30000000pug7EAA~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000000pug7EAA~Starting at $100 USD per user per month~0~None~1/28/2015~~[]~ FiniBooks is an Accounting Application, built 100% native code on Force.com platform.##- Seamlessly Integrated with Salesforce CRM##- Salesforce Analytics to know the financial health of the company~Integrated Accounting Application with CRMInventory Management,Supply Chain Management,Payroll Management,Taxation,Invoice at Divisional LevelFinancial Application                FiniBooks Accounting is solid accounting application that is easy to customers.Let's Talk About Your Accounting Details, provides live integrated average stock price data for your customer at the moment when you view their information page.Easy to handle accounts as well easy to tackle all aspects of company.It is so nice to be able to easily navigate between CRM and Accounting and get all our information on an account in on spot on the Force.com platform in the cloud. ####One can make a sale or purchase of multiple products at a single go. FiniBooks provides fully integrated accounting solution as well to handle Assets and transfering materials. One click from the Dashboards retrieves all of the information about Balance Sheet ,Profit and Loss Accounts as well sundry creditors and debtors.            ~['Professional &amp; Up', 'Salesforce1 Mobile', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~Finilite Technologies~NA~In today’s competitive era where technology is upgrading at such a rapid pace with security issues and quick solutions required everyday with increasing business transactions the existence of Book Keeping is crucial. Many professional practice firms as well as medium sized organizations use Book Keeping software to handle their day to day accounting requirements. ####At Finilite Technologies we are technically savvy and we have developed a Cloud based Book keeping software that combines a variety of accounting processes into a single user-friendly system. Finilite can be used to monitor expenses, create invoices and reports, track change orders and job status, and manage inventory, customers, vendors and employees and maintain accounting tasks at a company. Accounting figures are also easily reconciled for tax purposes with Finilite. If you are facing trouble with your accounting software, we can definitely help whether you are starting a new venture, switching to a new program or looking to clean up your current program, we can help you. We also assist with technical needs which can be used to find the solutions to your software requirements.                
CDC Software CTI | Telephony | Call Center | Click-to-Call | Screen Pop - CDC Software - AppExchange~a0N3A00000EJgcsUAD~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJgcsUAD~$25 USD per user per month~0~None~4/16/2018~~[]~ CDC Software provides a best-in-class solution that creates real-time, events-based links between leading telephony systems, Salesforce, and other mission-critical contact center data sources — the next generation CTI telephony to Salesforce integration.~Reduce implementation time by avoiding custom coding. The platform is built on a robust core engine with prebuilt connectors for Salesforce, all the major telephony systems, and other critical contact center software.Minimize up-front capital expenditure. Designed with flexibility and easily configurable updates in mind. You minimize the risk of your investment with services that are priced per seat per month with volume discounts, on an annual subscription basis.Look beyond your immediate needs. The software’s highly configurable and flexible architecture is designed for adaptability. It is powered to connect to any API, to be deployed in any environment, and has the ability to be reconfigured at anytime.                CDC Software’s solutions empower companies to quickly and cost-efficiently integrate their telephony and Salesforce system, giving call center agents the information they need to delight customers on each and every call. Agents are delivered caller information via CTI screen pop – name, location, service history and more – before they can even say “hello.” Users, tickets, and items are created in real time, with no manual work necessary. Call information (and even recordings) can be archived into Salesforce or another third-party application, platform, database or web service automatically, as soon as the call is finished. ## ##The following systems are currently supported out of the box. More systems are being added frequently, and nearly any piece of contact center software can be supported within weeks.####Salesforce ##MuleSoft##Amazon Connect ##Avaya##Broadsoft ##Cisco##Digium Asterisk##Digium Switchvox##Fonality (NetFortris)##inContact##Genesys (Interactive Intelligence) ##Mitel##Nokia (Alcatel-Lucent)##ShoreTel##Siemens ##Skype for Business  (Microsoft)##Vonage Business            ~['Lightning Ready', 'Professional &amp; Up', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~CDC Software~NA~CDC Software is a SaaS integration solution that empowers companies to quickly and cost-efficiently integrate their telephony, CRM, and other mission-critical contact center systems to provide contact center agents with complete customer data – including name, location and history – before they even say hello. Highly configurable and supporting all major telephony providers, the platform creates real-time, events-based links – and can be implemented in a cloud, premise, or hybrid environment. Clients of all sizes use CDC Software every day to provide a more productive and more satisfying customer experience. ####For more information, visit cdcsoftware.com or follow the company on Twitter, LinkedIn, Google+ and YouTube.                
SeedRM - Lenox Park Solutions - AppExchange~a0N3000000B4IH0EAN~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4IH0EAN~Contact us for pricing~0~None~11/5/2013~~Finance~ SeedRM is the most intuitive and useful CRM tool for Insitutional Investors to effectively manage relationships within a portfolio of Investment Managers. Users are able to access SeedRM anytime and anywhere in the world with internet access!~Leverages expertise in Investment Manager Due Diligence Advisory and Partner backgrounds steeped in Financial Markets.Built on the market-leading, cloud-based Salesforce.com platform, an unlimited number of licensed Users are able to access and contribute Investment Manager information, reports, and attachments.From a workstation in your office, or your compatible mobile device, SeedRM provides a simple interface for Users to effectively manage relationships without disrupting their day-to-day operations.                With features that reflect the capabilities of our Advisory business in the Investment Management space, we believe Lenox Park has developed the most intuitive and useful tool in the marketplace for effectively managing relationships within a substantial portfolio of Investment Managers.####Built on the Salesforce.com platform, SeedRM leverages cloud-based technology which requires no onerous software uploads or installation of hardware. Investment Manager and Fund-level details, contact information, scheduled meetings, call reports, notes and attachments are all accessible to an unlimited number of licensed users, anywhere in the world, with internet access and organizational permissions.            ~['Enterprise &amp; Up', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~Lenox Park Solutions~NA~Lenox Park Solutions (LPS) is a technology solutions company focused exclusively on institutional investors. We license proprietary software, SeedRM and Harbor, to Limited and General Partners, respectively. Our solutions provide Users comprehensive, intuitive platforms with Relationship Management, Fundraising, Deal Tracking, Document Management, and critical functions needed to maintain institutional knowledge in an ever-changing industry. LPS organically developed SeedRM and Harbor, leveraging deep experience in investment banking, investment management, and technology solutions. LPS maintains offices in both New York, NY and Austin, TX.                
CallidusCloud ServiceMotivate - CallidusCloud - AppExchange~a0N3A00000Ex1OBUAZ~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ex1OBUAZ~$20 USD per user per month~0~None~7/12/2017~~[]~ ServiceMotivate is a performance management system that uses elements of positive psychology and gamification to incentivize customer service agent performance and drive contact center excellence.~1. Motivate service agents to better resolve customer issues2. Improve customer experience and satisfaction with your brand3. Reduce service agent turnover by improving their job satisfaction                ServiceMotivate leverages the power of real-time, transparent feedback, recognition and friendly competition to motivate customer service agent performance.  Through tight integration with Salesforce Service Cloud, the solution tracks and rewards agents for meeting key performance indicators of their service center such as quick issue resolution and case closure rates, data quality improvements, and customer satisfaction.  ####ServiceMotivate automatically captures agent activities in Salesforce Service Cloud as they occur, which gives individual agents and managers immediate insights into progress and productivity.  Agents are recognized and rewarded for quickly resolving customer issues and closing cases, updating customer information on cases and earning high satisfaction scores on customer feedback surveys. Agents see exactly where they stand at anytime in meeting daily and weekly goals set by their company and how they are performing compared to their peers. ####ServiceMotivate provides a more complete picture of agent performance because it uniquely combines agent productivity data with customer feedback survey data.            ~['Enterprise &amp; Up', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~CallidusCloud~NA~CallidusCloud is the global leader in cloud-based sales, marketing, learning, and customer experience solutions. CallidusCloud enables organizations to accelerate and maximize their lead to money processes with a complete suite of solutions that identify the right leads, ensure proper territory and quota distribution, enable sales forces, automate configure price quote, speed up contract negotiations, and streamline sales compensation—driving bigger deals, faster. Approximately 5,700 leading organizations, across all industries, rely on the CallidusCloud Lead to Money suite to close more deals and make more money faster.                
Kimble Avalara Connector - Kimble Applications - AppExchange~a0N3A00000G0xapUAB~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G0xapUAB~NA~0~None~1/10/2020~~[]~ The Kimble Avalara Connector integrates Kimble PSA and Avalara AvaTax, with Kimble's intelligent Professional Services Automation application using Avatax to calculate tax when Invoices and Credit Notes are created in Kimble.~In some countries, such as the United States and Canada, the calculation of tax on goods and services can involve multiple tax jurisdictions – you might need to account for local, state and federal tax on one invoice.With Kimble and Avalara working in tandem, you will have the ability to accurately calculate multi-jurisdiction tax for inclusion on customer invoices, and to automatically include invoicing tax liabilities for filing to authoritiesKimble can be configured to store the tax liability related to an Invoice or Credit Note in AvaTax when it is dispatched, allowing AvaTax to be used as the system of record to file tax returns.                With the Kimble Avalara Connector, when you create an Invoice or Credit Note in Kimble, the application will pass details to AvaTax so the relevant taxes can be calculated. ####If any details on the Invoice or Credit Note are changed and those changes might affect taxation, a user can request the tax be recalculated prior to the Invoice or Credit Note being dispatched.####The Kimble Intacct Connector, which can easily be set up in Kimble with one click, pushes relevant trading entity, account, address, exemption, product and tax code data to AvaTax and gathers and stores detailed tax breakdown details from AvaTax in the Invoice.            ~['Lightning Ready', 'Enterprise &amp; Up', 'No Limits', 'Multi-Currency']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~Kimble Applications~NA~Kimble is a best-in-class solution utilizing 21st-century technology, designed by industry and technology experts, with truly innovative approaches, which enable the management of an entire Professional Services business. Kimble provides a whole new world of real-time enterprise collaboration, allowing you to follow what your colleagues are doing, and track the status of important deals and engagements, so you always know what matters most to you and your business. By using Kimble, you will see a demonstrable return on investment, through a combination of increased sales effectiveness, higher resource utilization, reduction in operational administration, more efficient cash collection, and most importantly, the ability to view in real-time the performance of the business with diagnostics to assist in remedying under-performing functions. ####Office locations in Atlanta, Boston, Chicago, London, Park City, and San Francisco.                
SnapRealty - SnapSystems - AppExchange~a0N30000008XmVFEA0~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000008XmVFEA0~$80 USD per user per month~0~None~9/17/2012~~Customer Service~ Solução de CRM para incorporadoras e construtoras~Visitas no plantão de vendasAprovação de propostasEmissão de contratos e distratos                SnapRealty é uma solução completa para a gestão dos processos de atendimento e venda de uma incorporadora. Com uma única ferramenta você pode acompanhar todos os pontos dos clientes com a sua empresa, desde a primeira visita no plantão de vendas até as solicitações de assistência técnica.            ~['Force.com &amp; Up', 'No Limits']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['Portuguese']~NA~NA~NA~NA~SnapSystems~NA~A SnapSystems é uma empresa de tecnologia, especializada no desenvolvimento e implantação de soluções de CRM para empresas do mercado imobiliário. Utilizamos a plataforma Salesforce para levar aos nossos clientes soluções inovadoras para a gestão dos processos de atendimento e venda.                
RiskScreen - Customer &amp; Supplier AML Screening - KYC Global Technologies - AppExchange~a0N3A00000FYENKUA5~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FYENKUA5~Starting at £3,995 GBP per company per year~0~None~4/17/2019~~Finance~ Screen your entire customer/supplier base for AML risk using Dow Jones AML data. Use our next generation 3D RBA technology to screen prospects, customers, leads and accounts and cut false positives by up to 95%.####https://www.riskscreen.com/~Seamless Screening####Carry out all of your AML screening tasks in Salesforce.  No need to support or provide data to a third party screening application.  Reduce customer onboarding delays with a frictionless processDow Jones PEP, Sanctions and Watchlist Data####Use the AML dataset trusted by more of the world's largest banks than any other.  Rich data including photos, DOB, Country, Gender etc enables you to handle potential matches swiftly and with confidenceCut False Positives by up to 95%####RiskScreen's proprietary 3D Risk Based Approach enables you to sensitise your screening on####* Name match algorithm##* Treatment of second level identifiers##* Rules for exclusion of results based on source searched                RiskScreen enables you to integrate AML screening tasks for all of your prospects, customers, leads and accounts directly into Salesforce.  Consolidate your system stack and reduce customer onboarding delays using our next generation screening technology.####Built by specialists, our class-leading configurable workflow enables rapid triaging of results, for faster, more confident handling of potential matches.  Eliminate screening silos and reduce time to revenue by involving your front office staff in the screening task.####Join over 600 financial institutions, regulators and law enforcement bodies which trust RiskScreen with mission-critical AML screening.            ~['Lightning Ready', 'Professional &amp; Up', 'No Limits', 'Person Accounts']~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~['English']~NA~NA~NA~NA~NA~NA~None
Consilium UniAgent CTI connector for Cisco Contact Center - Consilium Software Inc - AppExchange~a0N3000000B3MT7EAN~https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3MT7EAN~Starting at $10 USD per user per month~0~None~2/18/2014~~Telephony~ UniAgent latest v7.0 supports Salesforce Lightning Experience (LEX) for both Sales &amp; Service Cloud, using Salesforce Lightning Open CTI.  We also support the Salesforce Classic as well as offer UniXpert for Finesse (gadget) and UniMobile for Salesforce~Email, Chat and Social Media: - Agents can handle voice, email, chat and social media interactions seamlessly using UniAgent as a single platform. Interactions can be prioritized based on the criticality with respect to time.Blended Experience: - UniAgent CRM-CTI connector can handle both Inbound and Outbound campaign without switching application/screen##SFDC Lightning Experience: - LEX is a set of modern optimized user interface. UniAgent can be integrated with SFDC LEX UIUniAgent Xpert: A Managed Package having call controls features, integration support with popular CRMs; including SFDC classic, LEX,&amp; partner community.####UniAgent One: An android/iOS APP for remote agents having  click to call &amp; Geo location tracking.                Cisco IVT certified in 2010, Consilium latest release, UniAgent 7.0, globally available from April 2018, focuses on simplicity, scalability, and connected experience across channels.  The user experience is consistent, regardless of the underlying Cisco Unified Contact Center platform.  ####Features at a glance -##Single Sign-on## Cisco Spark integration with SFDC for complete collaboration experience##Omnichannel: Emails and live chat can be integrated seamlessly with UniAgent. ##Social Media Integration (Facebook and Twitter)##Salesforce Lightning Experience (LEX)##Integration with Salesforce Omnichannel##Blended Agent for Inbound/Outbound call##Logger integration with Calabrio to play, pause, resume or perform screen recording##Calabrio Meta Data##Screen pop##Click-to-Dial functionality for manual outbound dialing##Agent Productivity enhancement through Notes, Presence, and Missed Call tabs##Server based with no client side installation####Consilium Software is a leading APAC software provider in the UC&amp;CC Domain. A Cisco's Preferred Solution Partner, UniAgent is listed on Cisco GPL and can be purchased through Cisco Commerce Workspace (CCW), search for CS-APPS.            ~[]~NA~NA~NA~NA~NA~NA~NA~NA~None~NA~[]~NA~NA~NA~NA~Consilium Software Inc~NA~Consilium conceives, develops and delivers enterprise software for unified communications (UC) and contact centers.  Our software adds CRM integration, service automation and insight to leading UC vendors.  Consilium UniCloud™, UniAgent™, UniCampaign™ and UniDashboard™ products enhance the performance and productivity levels of enterprise customers and service providers.  Our solutions are used by more than 300 companies, banks, telcos, and governments in six continents.  Consilium Software is headquartered in Singapore, with software development and engineering labs in India, and subsidiaries and branch offices in Malaysia (Kuala Lumpur), Taiwan (Taipei City), the Philippines (Manila), Thailand (Bangkok), Australia (Melbourne) and Canada (Toronto.)                
